kepoi_name,kepler_name,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_kepmag,target
K00907.02,Kepler-251 d,1.0,0,0,0,0,30.1329298,0.0001013,-0.0001013,190.38336,0.00282,-0.00282,0.839,0.0,-0.594,5.172,0.113,-0.113,1015.8,24.0,-24.0,3.14,0.32,-0.27,536.0,,,19.55,6.19,-4.47,44.8,2.0,5527.0,111.0,-111.0,4.488,0.075,-0.075,0.866,0.089,-0.074,15.223,1
K00907.03,Kepler-251 b,1.0,0,0,0,0,4.79090809,2.282e-05,-2.282e-05,136.31106,0.00392,-0.00392,0.11,0.342,-0.11,2.603,0.11,-0.11,251.3,13.2,-13.2,1.36,0.14,-0.12,990.0,,,227.24,71.98,-51.99,21.2,4.0,5527.0,111.0,-111.0,4.488,0.075,-0.075,0.866,0.089,-0.074,15.223,1
K00124.02,Kepler-110 c,1.0,0,0,0,0,31.71981013,6.31e-05,-6.31e-05,142.82083,0.00164,-0.00164,0.125,0.285,-0.125,4.819,0.0498,-0.0498,363.4,6.1,-6.1,03.09,0.49,-0.78,743.0,,,71.97,32.15,-35.02,63.1,2.0,5869.0,117.0,-117.0,4.024,0.21,-0.105,1.626,0.254,-0.413,12.935,1
K00907.04,Kepler-251 e,1.0,0,0,0,0,99.6415962,0.0006637,-0.0006637,198.68664,0.00508,-0.00508,0.028,0.418,-0.028,4.448,0.14,-0.14,952.5,44.1,-44.1,2.64,0.27,-0.23,360.0,,,3.97,1.25,-0.91,22.7,3.0,5527.0,111.0,-111.0,4.488,0.075,-0.075,0.866,0.089,-0.074,15.223,1
K00908.01,Kepler-720 b,1.0,0,0,0,0,4.708326451,7.3e-07,-7.3e-07,171.446507,0.000121,-0.000121,0.061,0.063,-0.061,3.16114,0.00526,-0.00526,7912.7,14.4,-14.4,10.6,2.85,-2.56,1162.0,,,431.02,349.26,-211.73,633.4,1.0,5560.0,166.0,-166.0,4.246,0.252,-0.189,1.21,0.325,-0.293,15.113,1
K00909.01,,0.0,0,0,1,1,16.37198661,2.818e-05,-2.818e-05,172.75926,0.00138,-0.00138,9.303,65.75,-6.594,3.8449,0.0654,-0.0654,4147.6,84.0,-84.0,540.37,39.25,-58.42,438.0,,,8.71,2.56,-2.57,54.5,1.0,4187.0,125.0,-125.0,4.656,0.056,-0.024,0.592,0.043,-0.064,15.654,0
K00910.01,Kepler-721 b,1.0,0,0,0,0,5.392026903,6.664e-06,-6.664e-06,171.72707,0.000963,-0.000963,0.314,0.072,-0.314,2.9804,0.0352,-0.0352,1151.4,17.2,-17.2,2.68,0.36,-0.19,850.0,,,123.33,54.53,-29.06,77.4,1.0,5198.0,155.0,-155.0,4.589,0.024,-0.102,0.801,0.106,-0.057,15.651,1
K00929.01,Kepler-730 b,1.0,0,0,0,0,6.491682808,1.685e-06,-1.685e-06,174.633553,0.000216,-0.000216,0.535,0.034,-0.053,4.301,0.0272,-0.0272,7163.3,17.2,-17.2,9.66,3.27,-1.31,1062.0,,,301.54,310.33,-112.73,502.3,1.0,6123.0,193.0,-265.0,4.413,0.072,-0.217,1.107,0.375,-0.15,15.649,1
K00930.01,,0.0,0,1,1,1,3.044770796,4.462e-06,-4.462e-06,172.01916,0.00115,-0.00115,1.252,0.369,-0.108,10.0134,0.0663,-0.0663,1695.0,10.1,-10.1,24.54,4.89,-1.96,1076.0,,,317.36,196.04,-79.26,203.5,1.0,5525.0,165.0,-165.0,4.603,0.032,-0.12,0.753,0.15,-0.06,15.621,0
K00931.01,Kepler-731 b,0.999,0,0,0,0,3.855603916,3.68e-07,-3.68e-07,170.6787843,7.48e-05,-7.48e-05,0.348,0.027,-0.039,3.2179,0.0101,-0.0101,16653.0,18.2,-18.2,13.61,3.8,-1.35,1212.0,,,508.65,435.35,-163.96,1173.9,1.0,6033.0,193.0,-265.0,4.46,0.048,-0.192,1.046,0.292,-0.104,15.272,1
K00932.01,,0.0,0,0,1,1,3.855599139,4.003e-06,-4.003e-06,170.67957,0.000863,-0.000863,0.864,0.014,-0.599,3.183,0.0616,-0.0616,1030.9,13.2,-13.2,3.57,1.0,-0.33,1158.0,,,425.74,349.36,-120.92,90.1,1.0,5936.0,164.0,-205.0,4.501,0.046,-0.196,0.965,0.268,-0.089,15.054,0
K00125.01,Kepler-468 b,0.92,0,1,0,0,38.47876629,4.731e-06,-4.731e-06,151.852812,0.000101,-0.000101,0.003,0.034,-0.003,5.04169,0.00343,-0.00343,23530.0,25.4,-25.4,13.26,1.78,-0.59,484.0,,,13.01,4.96,-2.04,1077.8,1.0,5510.0,98.0,-109.0,4.539,0.019,-0.11,0.879,0.118,-0.039,13.779,1
K00915.01,,0.0,0,1,0,0,37.601661282,5.79e-06,-5.79e-06,194.713383,0.000123,-0.000123,0.408,0.004,-0.005,8.30604,0.00855,-0.00855,59130.0,43.7,-43.7,27.22,8.22,-4.42,606.0,,,31.86,28.15,-12.3,1667.3,1.0,6140.0,164.0,-201.0,4.354,0.124,-0.201,1.096,0.331,-0.178,15.505,0
K00916.01,Kepler-724 b,1.0,0,0,0,0,3.314947362,1.705e-06,-1.705e-06,171.313058,0.000418,-0.000418,0.799,0.058,-0.54,1.8007,0.0284,-0.0284,1398.2,13.6,-13.6,3.94,1.11,-0.37,1155.0,,,421.03,347.73,-114.75,123.5,1.0,5609.0,150.0,-166.0,4.481,0.062,-0.188,0.944,0.266,-0.089,15.142,1
K00917.01,,0.0,0,1,0,0,6.71969089,1.394e-05,-1.394e-05,173.35776,0.00167,-0.00167,0.985,22.45,-0.029,3.0231,0.0879,-0.0879,969.7,26.2,-26.2,4.37,01.06,-0.57,952.0,,,194.18,143.01,-64.13,45.4,1.0,5931.0,177.0,-177.0,4.479,0.094,-0.175,0.866,0.21,-0.113,15.172,0
K00918.01,Kepler-725 b,0.996,0,0,0,0,39.6431552,1.041e-05,-1.041e-05,206.596798,0.000202,-0.000202,0.062,0.103,-0.042,6.5292,0.00694,-0.00694,15664.0,24.4,-24.4,10.98,0.72,-0.99,472.0,,,11.74,2.46,-2.55,690.3,1.0,5231.0,83.0,-73.0,4.455,0.091,-0.049,0.9,0.059,-0.081,15.011,1
K00919.01,,0.0,0,1,0,0,51.42598578,1.279e-05,-1.279e-05,173.535933,0.000196,-0.000196,0.203,0.008,-0.011,16.9422,0.0148,-0.0148,66068.0,43.1,-43.1,29.66,9.26,-3.31,549.0,,,21.4,19.69,-6.95,1843.8,1.0,6257.0,173.0,-239.0,4.41,0.054,-0.216,1.147,0.358,-0.128,15.631,0
K00920.01,Kepler-726 b,1.0,0,0,0,0,21.80451611,4.733e-05,-4.733e-05,190.49737,0.00171,-0.00171,0.751,0.166,-0.5,3.4097,0.0714,-0.0714,1144.9,26.4,-26.4,2.6,0.47,-0.19,543.0,,,20.48,11.55,-4.65,49.9,1.0,5481.0,163.0,-146.0,4.629,0.028,-0.112,0.708,0.127,-0.051,15.067,1
K00921.01,Kepler-253 c,1.0,0,0,0,0,10.28194593,1.884e-05,-1.884e-05,175.33988,0.00144,-0.00144,0.168,0.267,-0.168,3.4366,0.0541,-0.0541,1110.7,21.3,-21.3,2.53,0.36,-0.19,680.0,,,50.6,23.78,-12.02,55.0,2.0,5196.0,155.0,-155.0,4.593,0.026,-0.097,0.775,0.111,-0.056,15.532,1
K00921.02,Kepler-253 d,1.0,0,0,0,0,18.11993039,3.701e-05,-3.701e-05,182.61535,0.00164,-0.00164,0.206,0.192,-0.206,4.2309,0.0581,-0.0581,1506.9,25.8,-25.8,2.95,0.42,-0.22,563.0,,,23.77,11.17,-5.65,60.7,1.0,5196.0,155.0,-155.0,4.593,0.026,-0.097,0.775,0.111,-0.056,15.532,1
K00921.03,Kepler-253 b,1.0,0,0,0,0,3.78402867,1.076e-05,-1.076e-05,133.28133,0.00236,-0.00236,0.691,0.216,-0.466,1.9012,0.0678,-0.0678,426.1,18.4,-18.4,1.7,0.25,-0.12,949.0,,,191.78,90.15,-45.54,25.6,3.0,5196.0,155.0,-155.0,4.593,0.026,-0.097,0.775,0.111,-0.056,15.532,1
K00922.01,Kepler-727 b,1.0,0,0,0,0,5.15448142,1.026e-05,-1.026e-05,171.6389,0.00157,-0.00157,0.933,0.038,-0.686,3.228,0.122,-0.122,697.5,16.4,-16.4,2.94,0.63,-0.39,964.0,,,204.1,134.51,-67.88,48.1,1.0,5431.0,161.0,-161.0,4.457,0.104,-0.156,0.884,0.19,-0.117,15.365,1
K00126.01,Kepler-469 b,0.0,0,1,0,0,33.80364366,2.278e-05,-2.278e-05,202.259731,0.000544,-0.000544,0.023,0.088,-0.023,11.4813,0.0187,-0.0187,13494.0,26.6,-26.6,20.7,3.24,-4.86,745.0,,,72.71,32.55,-33.45,529.9,1.0,5855.0,117.0,-117.0,3.999,0.196,-0.084,1.796,0.281,-0.422,13.109,0
K00923.01,Kepler-728 b,1.0,0,0,0,0,5.743469797,7.276e-06,-7.276e-06,174.898924,0.000999,-0.000999,0.001,0.372,-0.001,3.4412,0.0357,-0.0357,1240.2,17.8,-17.8,3.13,0.97,-0.31,982.0,,,219.95,200.46,-61.41,79.7,1.0,5897.0,159.0,-177.0,4.531,0.037,-0.213,0.891,0.277,-0.087,15.543,1
K00925.01,,0.0,0,1,0,0,19.974485239,1.75e-06,-1.75e-06,171.6300909,7.08e-05,-7.08e-05,0.886,0.007,-0.008,4.23479,0.00624,-0.00624,40293.0,44.3,-44.3,26.56,8.31,-2.77,700.0,,,56.84,52.57,-17.31,1398.8,1.0,6108.0,171.0,-214.0,4.471,0.052,-0.221,0.997,0.312,-0.104,15.217,0
K00926.01,Kepler-729 b,1.0,0,0,0,0,3.166353562,2.532e-06,-2.532e-06,170.966145,0.000631,-0.000631,0.032,0.321,-0.032,3.3129,0.0233,-0.0233,1473.4,13.4,-13.4,3.82,1.22,-0.41,1273.0,,,621.92,586.4,-191.31,128.3,1.0,6007.0,169.0,-211.0,4.47,0.052,-0.208,0.998,0.318,-0.106,15.603,1
K00927.01,,0.0,0,1,1,0,23.899634407,4.791e-06,-4.791e-06,188.982797,0.00016,-0.00016,1.245,0.104,-0.088,3.81881,0.00835,-0.00835,20953.0,43.8,-43.8,44.04,13.88,-4.62,652.0,,,42.8,39.62,-13.23,547.8,1.0,6192.0,169.0,-225.0,4.503,0.052,-0.208,0.924,0.291,-0.097,15.453,0
K00939.01,Kepler-256 c,1.0,0,0,0,0,3.388012244,9.49e-06,-9.49e-06,170.5336,0.00228,-0.00228,0.433,0.008,-0.433,2.6849,0.0719,-0.0719,280.1,9.9,-9.9,2.11,0.33,-0.41,1315.0,,,705.93,316.56,-277.05,30.6,1.0,5553.0,111.0,,4.221,0.188,-0.101,1.25,0.196,-0.24,15.065,1
K00939.02,Kepler-256 d,1.0,0,0,0,0,5.83909761,2.022e-05,-2.022e-05,132.09261,0.00291,-0.00291,0.341,0.096,-0.341,3.1915,0.0899,-0.0899,273.6,11.6,-11.6,02.06,0.33,-0.39,1097.0,,,341.48,153.14,-134.02,25.2,2.0,5553.0,111.0,0.0,4.221,0.188,-0.101,1.25,0.196,-0.24,15.065,1
K00939.03,Kepler-256 b,1.0,0,0,0,0,1.620467654,5.924e-06,-5.924e-06,132.06388,0.00328,-0.00328,0.271,0.189,-0.271,2.1888,0.0995,-0.0995,159.6,8.3,-8.3,1.57,0.24,-0.3,1681.0,,,1893.42,849.07,-743.1,22.7,3.0,5553.0,111.0,0.0,4.221,0.188,-0.101,1.25,0.196,-0.24,15.065,1
K00939.04,Kepler-256 e,1.0,0,0,0,0,10.6816951,5.174e-05,-5.174e-05,131.55082,0.00372,-0.00372,0.646,0.274,-0.425,3.605,0.11,-0.11,307.8,14.6,-14.6,2.3,0.36,-0.44,897.0,,,152.75,68.5,-59.95,21.9,4.0,5553.0,111.0,0.0,4.221,0.188,-0.101,1.25,0.196,-0.24,15.065,1
K00940.01,Kepler-734 b,1.0,0,0,0,0,6.104849417,2.711e-06,-2.711e-06,169.573477,0.000326,-0.000326,0.041,0.205,-0.041,4.6912,0.0143,-0.0143,2090.3,8.1,-8.1,3.18,0.17,-0.19,784.0,,,89.25,17.97,-16.37,293.7,1.0,5085.0,102.0,-102.0,4.584,0.048,-0.032,0.712,0.038,-0.042,15.017,1
K00127.01,Kepler-77 b,0.999,0,0,0,0,3.578780566,1.83e-07,-1.83e-07,134.0304187,4.21e-05,-4.21e-05,0.079,0.045,-0.054,2.91089,0.00147,-0.00147,11382.0,7.2,-7.2,10.43,0.62,-0.62,1145.0,,,406.6,87.15,-74.65,1838.4,1.0,5524.0,110.0,-110.0,4.421,0.05,-0.045,0.994,0.059,-0.059,13.938,1
K00933.01,,0.0,0,1,1,0,3.187067566,8.799e-06,-8.799e-06,171.64976,0.00217,-0.00217,1.234,16.22,-0.216,3.119,0.124,-0.124,1037.4,34.5,-34.5,23.88,5.1,-2.35,1079.0,,,319.76,222.81,-92.63,37.2,1.0,5450.0,197.0,-180.0,4.552,0.045,-0.135,0.811,0.173,-0.08,15.653,0
K00934.01,Kepler-254 b,1.0,0,0,0,0,5.826657508,6.434e-06,-6.434e-06,173.011411,0.000925,-0.000925,0.033,0.335,-0.033,2.9183,0.0321,-0.0321,1539.1,20.9,-20.9,04.09,0.6,-0.49,1013.0,,,248.57,96.56,-67.24,81.1,1.0,5561.0,75.0,-83.0,4.362,0.126,-0.103,01.06,0.156,-0.127,15.843,1
K00934.02,Kepler-254 c,0.998,0,0,0,0,12.41216347,5.712e-05,-5.712e-05,142.54039,0.00409,-0.00409,0.021,0.438,-0.021,3.739,0.111,-0.111,611.3,26.0,-26.0,2.58,0.38,-0.31,787.0,,,90.65,35.21,-24.52,25.6,3.0,5561.0,75.0,-83.0,4.362,0.126,-0.103,01.06,0.156,-0.127,15.843,1
K00934.03,Kepler-254 d,1.0,0,0,0,0,18.74649011,8.763e-05,-8.763e-05,147.13074,0.00376,-0.00376,0.508,0.011,-0.478,3.895,0.127,-0.127,796.8,32.8,-32.8,03.05,0.45,-0.37,686.0,,,52.38,20.34,-14.17,26.7,2.0,5561.0,75.0,-83.0,4.362,0.126,-0.103,01.06,0.156,-0.127,15.843,1
K00935.01,Kepler-31 b,1.0,0,0,0,0,20.86021229,2.386e-05,-2.386e-05,180.017757,0.000934,-0.000934,0.066,0.253,-0.065,5.1937,0.0335,-0.0335,1910.5,17.5,-17.5,5.5,0.82,-1.09,781.0,,,87.76,37.54,-35.79,117.0,1.0,6035.0,120.0,-120.0,4.22,0.168,-0.112,1.257,0.187,-0.25,15.237,1
K00935.02,Kepler-31 c,1.0,0,0,0,0,42.63427848,7.674e-05,-7.674e-05,141.16954,0.00151,-0.00151,0.142,0.189,-0.142,6.1998,0.0535,-0.0535,1719.3,22.8,-22.8,5.22,0.78,-1.03,615.0,,,33.82,14.47,-13.79,78.7,2.0,6035.0,120.0,-120.0,4.22,0.168,-0.112,1.257,0.187,-0.25,15.237,1
K00935.03,Kepler-31 d,0.973,0,0,0,0,87.6476068,0.0004197,-0.0004197,134.94222,0.00405,-0.00405,0.147,0.276,-0.147,8.871,0.128,-0.128,1009.6,27.4,-27.4,4.0,0.6,-0.79,484.0,,,12.94,5.54,-5.27,37.5,3.0,6035.0,120.0,-120.0,4.22,0.168,-0.112,1.257,0.187,-0.25,15.237,1
K00936.01,Kepler-732 b,0.953,0,0,0,0,9.467821474,6.129e-06,-6.129e-06,178.415842,0.000517,-0.000517,0.081,0.261,-0.081,2.4327,0.0221,-0.0221,2237.0,19.8,-19.8,2.13,0.19,-0.25,407.0,,,6.47,1.81,-1.94,124.7,1.0,3582.0,71.0,-89.0,4.807,0.05,-0.045,0.458,0.04,-0.055,15.073,1
K00936.02,Kepler-732 c,0.704,0,0,0,0,0.893040969,4.61e-07,-4.61e-07,134.540342,0.000418,-0.000418,0.009,0.398,-0.009,1.0981,0.0159,-0.0159,741.7,10.2,-10.2,1.24,0.1,-0.15,893.0,,,151.14,42.14,-45.33,87.8,2.0,3582.0,71.0,-89.0,4.807,0.05,-0.045,0.458,0.04,-0.055,15.073,1
K00128.01,Kepler-15 b,0.996,0,0,0,0,4.942783419,2.47e-07,-2.47e-07,136.3294353,4.07e-05,-4.07e-05,0.566,0.009,-0.009,3.25346,0.00605,-0.00605,11145.0,6.7,-6.7,10.62,1.44,-0.73,1008.0,,,244.42,94.02,-48.62,2040.7,1.0,5514.0,98.0,-109.0,4.459,0.051,-0.11,0.978,0.133,-0.067,13.758,1
K00937.01,Kepler-733 b,1.0,0,0,0,0,20.83426731,5.358e-05,-5.358e-05,176.58569,0.0021,-0.0021,0.256,0.166,-0.256,4.0454,0.0694,-0.0694,988.4,25.0,-25.0,2.74,0.69,-0.22,595.0,,,29.62,22.56,-7.35,45.1,1.0,5537.0,166.0,-166.0,4.549,0.03,-0.17,0.88,0.221,-0.069,15.412,1
K00938.01,Kepler-255 c,1.0,0,0,0,0,9.94602357,2.07e-05,-2.07e-05,171.70192,0.00165,-0.00165,0.035,0.4,-0.035,3.3862,0.0557,-0.0557,994.5,20.5,-20.5,3.12,0.44,-0.43,807.0,,,100.34,37.85,-30.34,51.0,1.0,5344.0,80.0,-80.0,4.365,0.132,-0.096,1.013,0.141,-0.141,15.596,1
K00938.02,Kepler-255 d,0.998,0,0,0,0,1.04562195,2.717e-06,-2.717e-06,133.91912,0.00225,-0.00225,0.037,0.425,-0.037,1.8955,0.0725,-0.0725,213.0,9.7,-9.7,1.45,0.2,-0.2,1710.0,,,2031.84,766.47,-614.41,25.3,2.0,5344.0,80.0,-80.0,4.365,0.132,-0.096,1.013,0.141,-0.141,15.596,1
K00938.03,Kepler-255 b,0.949,0,0,0,0,5.71462396,3.25e-05,-3.25e-05,132.63866,0.00432,-0.00432,0.503,0.448,-0.294,2.336,0.124,-0.124,297.8,19.8,-19.8,1.78,0.24,-0.25,971.0,,,210.16,79.27,-63.55,16.7,3.0,5344.0,80.0,-80.0,4.365,0.132,-0.096,1.013,0.141,-0.141,15.596,1
K00145.01,,1.0,0,1,0,0,102.9641952,0.0005766,-0.0005766,158.07473,0.00377,-0.00377,0.922,0.005,-0.007,15.735,0.263,-0.263,1896.7,27.3,-27.3,39.0,1.1,-9.39,797.0,,,95.4,8.7,-47.04,86.1,1.0,5047.0,40.0,-160.0,3.066,0.033,-0.027,7.119,0.201,-1.713,13.608,0
K01102.02,Kepler-24 b,1.0,0,0,0,0,8.14515981,4.38e-05,-4.38e-05,140.56811,0.00419,-0.00419,0.965,0.018,-0.521,5.073,0.513,-0.513,446.8,17.4,-17.4,3.43,0.5,-0.7,1050.0,,,287.91,122.25,-117.46,32.2,2.0,5896.0,117.0,-105.0,4.197,0.195,-0.105,1.24,0.183,-0.251,14.925,1
K01102.03,Kepler-24 e,1.0,0,0,0,0,18.9985279,0.0001799,-0.0001799,144.74157,0.00746,-0.00746,1.3,73.17,-6.938,4.529,0.333,-0.333,430.7,29.0,-29.0,43.17,6.37,-8.74,792.0,,,93.03,39.5,-37.96,16.9,3.0,5896.0,117.0,-105.0,4.197,0.195,-0.105,1.24,0.183,-0.251,14.925,1
K01102.04,Kepler-24 d,0.999,0,0,0,0,4.24439049,2.717e-05,-2.717e-05,137.06643,0.00546,-0.00546,0.949,0.0,-0.711,3.282,0.135,-0.135,174.0,12.7,-12.7,02.07,0.3,-0.42,1305.0,,,686.99,291.72,-280.28,15.1,5.0,5896.0,117.0,-105.0,4.197,0.195,-0.105,1.24,0.183,-0.251,14.925,1
K00150.02,Kepler-112 c,1.0,0,0,0,0,28.5742692,4.06e-05,-4.06e-05,143.8315,0.00113,-0.00113,0.068,0.328,-0.068,4.9427,0.0403,-0.0403,824.9,9.2,-9.2,2.32,0.19,-0.2,538.0,,,19.83,5.49,-4.56,97.1,2.0,5551.0,111.0,-111.0,4.508,0.077,-0.063,0.812,0.07,-0.07,13.771,1
K01170.01,Kepler-1739 b,0.965,0,0,0,0,7.34373964,1.134e-05,-1.134e-05,137.29874,0.00128,-0.00128,0.185,0.269,-0.185,1.1784,0.0466,-0.0466,574.4,21.8,-21.8,1.84,0.4,-0.14,839.0,,,117.5,77.15,-27.07,32.2,1.0,5757.0,155.0,-155.0,4.597,0.036,-0.144,0.762,0.168,-0.056,14.657,1
K01171.01,,,1,0,0,1,0.445277068,1.434e-06,-1.434e-06,133.52312,0.00252,-0.00252,1.2962,0.1082,-0.259,3.539,0.276,-0.276,186.7,7.8,-7.8,35.74,14.08,-3.49,2562.0,,,10177.11,11671.33,-2940.16,28.9,1.0,6167.0,156.0,-205.0,4.444,0.045,-0.264,1.064,0.419,-0.104,15.343,0
K00966.01,,0.0,0,1,0,0,0.379463865,2.8e-08,-2.8e-08,170.2480164,6.01e-05,-6.01e-05,1.246,0.632,-0.064,0.86896,0.00507,-0.00507,1973.3,5.8,-5.8,59.56,34.57,-38.05,3000.0,,,19256.81,34212.39,-17030.52,458.6,1.0,5075.0,136.0,-151.0,3.892,0.707,-0.303,1.783,1.035,-1.139,13.787,0
K00967.01,,0.0,0,1,0,0,9.88047978,1.553e-06,-1.553e-06,173.608672,0.000127,-0.000127,01.02,0.237,-0.041,2.78458,0.00644,-0.00644,18541.0,36.6,-36.6,23.6,07.06,-2.34,860.0,,,129.45,113.32,-37.5,534.5,1.0,6113.0,164.0,-200.0,4.512,0.052,-0.208,0.917,0.274,-0.091,15.212,0
K00968.01,,0.0,1,0,0,0,4.6484156,7.845e-05,-7.845e-05,261.09395,0.00777,-0.00777,0.968,0.017,-0.031,38.1939,0.0,0.0,128.4,2.4,-2.4,05.06,0.52,-2.1,2259.0,,,6152.88,2089.66,-4314.89,91.7,1.0,6980.0,167.0,-230.0,3.577,0.352,-0.088,3.482,0.362,-1.447,10.963,0
K00969.01,,0.0,0,1,0,0,17.512014768,3.216e-06,-3.216e-06,174.282592,0.000143,-0.000143,0.994,0.243,-0.007,1.8248,0.00727,-0.00727,4511.7,13.9,-13.9,13.66,4.26,-2.3,804.0,,,98.77,93.77,-40.37,322.3,1.0,6224.0,197.0,-241.0,4.33,0.144,-0.192,1.132,0.353,-0.19,12.336,0
K01044.01,,0.0,0,1,1,0,0.525154153,3.08e-07,-3.08e-07,133.744359,0.000504,-0.000504,1.226,0.483,-0.167,2.1441,0.0297,-0.0297,747.5,8.1,-8.1,23.61,5.28,-2.85,2073.0,,,4391.51,3014.22,-1350.21,116.1,1.0,5582.0,169.0,-152.0,4.497,0.081,-0.15,0.846,0.189,-0.102,15.058,0
K01045.01,,0.0,0,0,1,1,1.303861044,1.192e-06,-1.192e-06,134.212059,0.000781,-0.000781,1.258,0.334,-0.178,4.0541,0.0379,-0.0379,598.2,5.1,-5.1,27.85,7.53,-3.25,1610.0,,,1595.19,1268.41,-478.56,140.6,1.0,5758.0,155.0,-155.0,4.475,0.078,-0.182,0.902,0.244,-0.105,13.555,0
K01046.01,,,0,0,0,0,0.73452496,,,133.43108,,,,,,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,13.22,0
K01047.01,,0.0,0,0,1,0,2.55549176,3.052e-05,-3.052e-05,134.50078,0.00887,-0.00887,1.228,0.611,-0.107,9.083,0.507,-0.507,113.8,5.6,-5.6,23.35,07.02,-2.34,1312.0,,,701.68,619.43,-198.24,24.3,1.0,5948.0,161.0,-178.0,4.508,0.05,-0.2,0.901,0.271,-0.09,14.554,0
K00014.01,,0.0,0,1,0,0,2.947376671,3.228e-06,-3.228e-06,171.522978,0.000883,-0.000883,2.641,10.99,-0.707,2.0911,0.0437,-0.0437,433.2,8.5,-8.5,403.59,85.99,-105.0,2404.0,,,7903.84,5082.12,-4259.41,62.3,1.0,8090.0,226.0,-340.0,4.002,0.198,-0.132,2.234,0.476,-0.581,10.47,0
K00139.01,Kepler-111 c,1.0,0,0,0,0,224.7789355,0.0002569,-0.0002569,142.095338,0.000921,-0.000921,0.652,0.032,-0.057,11.1899,0.0916,-0.0916,3487.5,15.8,-15.8,7.67,1.33,-1.2,333.0,,,2.92,1.36,-1.02,235.7,1.0,5873.0,93.0,-129.0,4.293,0.12,-0.12,1.235,0.213,-0.194,13.492,1
K01104.01,,0.0,0,1,1,0,0.890110752,2.212e-06,-2.212e-06,133.2647,0.00196,-0.00196,0.216,0.251,-0.216,0.8774,0.0942,-0.0942,321.5,23.8,-23.8,1.25,0.12,-0.07,1372.0,,,838.42,282.72,-175.25,19.6,1.0,4768.0,143.0,-129.0,4.628,0.02,-0.06,0.711,0.064,-0.043,15.723,0
K01105.01,,0.0,0,0,1,0,5.76573396,2.584e-05,-2.584e-05,133.30941,0.00339,-0.00339,0.708,0.225,-0.497,2.924,0.122,-0.122,248.0,13.2,-13.2,7.47,0.89,-2.5,1964.0,,,3518.78,1136.62,-2053.98,22.2,1.0,5772.0,78.0,-86.0,3.364,0.256,-0.08,4.434,0.531,-1.486,14.313,0
K01106.01,Kepler-769 b,1.0,0,0,0,0,7.42608123,1.88e-05,-1.88e-05,139.90039,0.00205,-0.00205,0.097,0.343,-0.097,3.6379,0.0672,-0.0672,443.3,12.6,-12.6,2.47,0.39,-0.23,1037.0,,,273.78,110.12,-60.87,37.5,1.0,6049.0,72.0,-91.0,4.353,0.076,-0.114,1.176,0.184,-0.107,14.818,1
K01106.02,Kepler-769 c,0.989,0,0,0,0,15.9868932,0.0002828,-0.0002828,137.5964,0.0152,-0.0152,0.533,0.018,-0.472,4.158,0.538,-0.538,178.5,18.3,-18.3,1.62,0.25,-0.15,803.0,,,98.51,39.62,-21.9,10.9,2.0,6049.0,72.0,-91.0,4.353,0.076,-0.114,1.176,0.184,-0.107,14.818,1
K01107.01,,0.0,1,0,1,0,0.73094589,2.497e-06,-2.497e-06,133.68876,0.00294,-0.00294,1.169,0.111,-0.178,4.32,0.2,-0.2,250.2,8.3,-8.3,17.12,05.06,-1.6,1922.0,,,3248.17,2815.61,-909.69,37.5,1.0,5901.0,158.0,-193.0,4.553,0.036,-0.204,0.848,0.251,-0.079,15.401,0
K01108.01,Kepler-770 b,1.0,0,0,0,0,18.92537246,5.231e-05,-5.231e-05,149.49558,0.00222,-0.00222,0.806,0.025,-0.556,3.9835,0.0683,-0.0683,640.9,16.5,-16.5,13.92,2.0,-4.66,1171.0,,,443.58,159.79,-265.44,41.0,1.0,4941.0,49.0,-118.0,3.317,0.21,-0.105,4.885,0.701,-1.636,14.604,1
K01172.01,,0.0,1,0,1,1,0.933749106,1.196e-06,-1.196e-06,134.31831,0.00117,-0.00117,0.736,0.357,-0.226,4.256,0.796,-0.796,186.2,12.8,-12.8,3.22,0.61,-1.05,2863.0,,,15822.49,9139.53,-9373.75,136.3,1.0,6215.0,171.0,-171.0,3.849,0.293,-0.098,2.188,0.415,-0.711,13.079,0
K01173.01,,0.0,0,0,1,1,2.037440623,9.676e-06,-9.676e-06,133.59962,0.0039,-0.0039,0.715,0.219,-0.476,3.442,0.127,-0.127,118.6,5.2,-5.2,1.19,0.36,-0.16,1572.0,,,1448.05,1305.68,-494.54,27.0,1.0,6253.0,169.0,-207.0,4.415,0.087,-0.203,1.015,0.312,-0.134,14.187,0
